INFO|06/Aug/2018 20:35:58|CursosView|17695|140350435862272|Pantalla cursos start
INFO|06/Aug/2018 20:35:59|CursosView|17695|140350435862272|Pantalla cursos al render
INFO|06/Aug/2018 20:36:01|CursosView|17695|140350435862272|Pantalla cursos start
INFO|06/Aug/2018 20:36:02|CursosView|17695|140350435862272|Pantalla cursos al render
INFO|06/Aug/2018 20:39:09|CursosView|18068|140462644532992|Pantalla cursos start
INFO|06/Aug/2018 20:39:10|CursosView|18068|140462644532992|Pantalla cursos al render
INFO|06/Aug/2018 20:39:11|CursosView|18068|140462644532992|Pantalla cursos start
INFO|06/Aug/2018 20:39:12|CursosView|18068|140462644532992|Pantalla cursos al render
INFO|06/Aug/2018 20:39:38|CursosView|18068|140462644532992|Pantalla cursos start
INFO|06/Aug/2018 20:39:38|CursosView|18068|140462644532992|Pantalla cursos al render
INFO|06/Aug/2018 21:00:35|CursosView|18851|140003928708864|Pantalla cursos start
INFO|06/Aug/2018 21:00:36|CursosView|18851|140003928708864|Pantalla cursos al render
INFO|06/Aug/2018 21:00:37|CursosView|18851|140003928708864|Pantalla cursos start
INFO|06/Aug/2018 21:00:38|CursosView|18851|140003928708864|Pantalla cursos al render
INFO|06/Aug/2018 21:12:14|CursosView|19474|139931502819072|Pantalla cursos start
INFO|06/Aug/2018 21:12:14|CursosView|19474|139931502819072|Pantalla cursos al render
INFO|06/Aug/2018 21:12:16|CursosView|19474|139931502819072|Pantalla cursos start
INFO|06/Aug/2018 21:12:17|CursosView|19474|139931502819072|Pantalla cursos al render
INFO|06/Aug/2018 21:14:05|CursosView|19576|139964675725056|Pantalla cursos start
INFO|06/Aug/2018 21:14:06|CursosView|19576|139964675725056|Pantalla cursos al render
INFO|06/Aug/2018 21:14:07|CursosView|19576|139964675725056|Pantalla cursos start
INFO|06/Aug/2018 21:14:08|CursosView|19576|139964675725056|Pantalla cursos al render
INFO|06/Aug/2018 21:18:41|CursosView|19749|140059867956992|Pantalla cursos start
INFO|06/Aug/2018 21:18:42|CursosView|19749|140059867956992|Pantalla cursos al render
